,snow_depth_in
2022-08-24 03:04:28-06:00,4.428
2022-08-24 09:04:28-06:00,1.324
2022-08-24 15:04:28-06:00,4.118
2022-08-24 21:04:28-06:00,3.994
2022-08-25 03:04:28-06:00,-0.725
2022-08-25 09:04:28-06:00,1.634
2022-08-25 15:04:28-06:00,2.069
2022-08-25 21:04:28-06:00,2.938
2022-08-26 03:04:28-06:00,2.69
2022-08-26 09:04:28-06:00,1.51
2022-08-26 15:04:28-06:00,1.138
2022-08-26 21:04:28-06:00,2.007
2022-08-27 03:04:28-06:00,2.379
2022-08-27 09:04:28-06:00,1.883
2022-08-27 15:04:28-06:00,1.51
2022-08-27 21:04:28-06:00,2.814
2022-08-28 03:04:28-06:00,3.0
2022-08-28 09:04:28-06:00,2.876
2022-08-28 15:04:28-06:00,3.932
2022-08-28 21:04:28-06:00,3.187
2022-08-29 03:04:28-06:00,2.193
2022-08-29 09:04:28-06:00,0.517
2022-08-29 15:04:28-06:00,1.945
2022-08-29 21:04:28-06:00,2.628
2022-08-30 03:04:28-06:00,3.062
2022-08-30 09:04:28-06:00,2.504
2022-08-30 15:04:28-06:00,1.821
2022-08-30 21:04:28-06:00,1.821
2022-08-31 03:04:28-06:00,-2.961
2022-08-31 09:04:28-06:00,-3.582
2022-08-31 15:04:28-06:00,2.069
2022-08-31 21:04:28-06:00,1.758
2022-09-01 03:04:28-06:00,2.504
2022-09-01 09:04:28-06:00,1.945
2022-09-01 15:04:28-06:00,1.075
2022-09-01 21:04:28-06:00,2.007
2022-09-02 03:04:28-06:00,2.193
2022-09-02 09:04:28-06:00,3.062
2022-09-02 15:04:28-06:00,1.821
2022-09-02 21:04:28-06:00,0.951
2022-09-03 03:04:28-06:00,2.566
2022-09-03 09:04:28-06:00,2.628
2022-09-03 15:04:28-06:00,2.317
2022-09-03 21:04:28-06:00,2.255
2022-09-04 03:04:28-06:00,2.131
2022-09-04 09:04:28-06:00,-0.912
2022-09-04 15:04:28-06:00,2.007
2022-09-04 21:04:28-06:00,2.069
2022-09-05 03:04:28-06:00,2.628
2022-09-05 09:04:28-06:00,1.945
2022-09-05 15:04:28-06:00,2.504
2022-09-05 21:04:28-06:00,1.758
2022-09-06 03:04:28-06:00,2.007
2022-09-06 09:04:28-06:00,1.945
2022-09-06 15:04:28-06:00,2.379
2022-09-06 21:04:28-06:00,2.628
2022-09-07 03:04:28-06:00,1.138
2022-09-07 09:04:28-06:00,1.634
2022-09-07 15:04:28-06:00,2.379
2022-09-07 21:04:28-06:00,2.379
2022-09-08 03:04:28-06:00,3.062
2022-09-08 09:04:28-06:00,3.125
2022-09-08 15:04:28-06:00,0.579
2022-09-08 21:04:28-06:00,0.206
2022-09-09 03:04:28-06:00,2.131
2022-09-09 09:04:28-06:00,2.504
2022-09-09 15:04:28-06:00,0.206
2022-09-09 21:04:28-06:00,0.765
2022-09-10 03:04:28-06:00,2.069
2022-09-10 09:04:28-06:00,0.02
2022-09-10 15:04:28-06:00,2.131
2022-09-10 21:04:28-06:00,2.752
2022-09-11 03:04:28-06:00,2.628
2022-09-11 09:04:28-06:00,2.938
2022-09-11 15:04:28-06:00,0.703
2022-09-11 21:04:28-06:00,1.945
2022-09-12 03:04:28-06:00,-2.091
2022-09-12 09:04:28-06:00,-2.215
2022-09-12 15:04:28-06:00,1.386
2022-09-12 21:04:28-06:00,0.703
2022-09-13 03:04:28-06:00,3.125
2022-09-13 09:04:28-06:00,2.379
2022-09-13 15:04:28-06:00,0.765
2022-09-13 21:04:28-06:00,0.827
2022-09-14 03:04:28-06:00,1.758
2022-09-14 09:04:28-06:00,1.013
2022-09-14 15:04:28-06:00,2.752
2022-09-14 21:04:28-06:00,0.827
2022-09-15 03:04:28-06:00,3.187
2022-09-15 09:04:28-06:00,2.504
2022-09-15 15:04:28-06:00,2.317
2022-09-15 21:04:28-06:00,2.504
2022-09-16 03:04:28-06:00,0.517
2022-09-16 09:04:28-06:00,2.131
2022-09-16 15:04:28-06:00,2.69
2022-09-16 21:04:28-06:00,1.945
2022-09-17 03:04:28-06:00,2.007
2022-09-17 09:04:28-06:00,-0.601
2022-09-17 15:04:28-06:00,0.951
2022-09-17 21:04:28-06:00,0.392
2022-09-18 03:04:28-06:00,0.517
2022-09-18 09:04:28-06:00,0.951
2022-09-18 15:04:28-06:00,-0.974
2022-09-18 21:04:28-06:00,0.889
2022-09-19 03:04:28-06:00,1.821
2022-09-19 09:04:28-06:00,2.69
2022-09-19 15:04:28-06:00,-0.539
2022-09-19 21:04:28-06:00,0.144
2022-09-20 03:04:28-06:00,2.007
2022-09-20 09:04:28-06:00,1.883
2022-09-20 15:04:28-06:00,-1.098
2022-09-20 21:04:28-06:00,0.392
2022-09-21 03:04:28-06:00,0.082
2022-09-21 09:04:28-06:00,0.02
2022-09-21 15:04:28-06:00,-1.222
2022-09-21 21:04:28-06:00,0.268
2022-09-22 03:04:28-06:00,-1.408
2022-09-22 09:04:28-06:00,-1.781
2022-09-22 15:04:28-06:00,0.889
2022-09-22 21:04:28-06:00,-0.415
2022-09-23 03:04:28-06:00,0.02
2022-09-23 09:04:28-06:00,-0.166
2021-05-03 10:12:33-06:00,13.805
2021-05-03 16:12:33-06:00,14.239
2021-05-03 22:12:33-06:00,14.736
2021-05-04 04:12:33-06:00,15.046
2021-05-04 10:12:33-06:00,14.86
2021-05-04 16:12:33-06:00,14.363
2021-05-04 22:12:33-06:00,14.301
2021-05-05 04:12:33-06:00,14.922
2021-05-05 10:12:33-06:00,14.798
2021-05-05 16:12:33-06:00,14.674
2021-05-05 22:12:33-06:00,14.86
2021-05-06 04:12:33-06:00,14.922
2021-05-06 10:12:33-06:00,14.798
2021-05-06 16:12:33-06:00,14.177
2021-05-06 22:12:33-06:00,14.363
2021-05-07 04:12:33-06:00,14.798
2021-05-07 10:12:33-06:00,14.425
2021-05-07 16:12:33-06:00,14.363
2021-05-07 22:12:33-06:00,13.991
2021-05-08 04:12:33-06:00,14.239
2021-05-08 10:12:33-06:00,13.929
,
2021-05-08 22:12:33-06:00,12.873
2021-05-09 04:12:33-06:00,13.556
2021-05-09 10:12:33-06:00,4.677
2021-05-09 16:12:33-06:00,13.432
2021-05-09 22:12:33-06:00,14.736
2021-05-10 04:12:33-06:00,13.742
2021-05-10 22:12:33-06:00,14.363
2021-05-11 04:12:33-06:00,14.86
2021-05-11 10:12:33-06:00,13.805
2021-05-11 16:12:33-06:00,12.19
2021-05-11 22:12:33-06:00,9.893
2021-05-12 04:12:33-06:00,12.004
2021-05-12 10:12:33-06:00,12.128
2021-05-12 16:12:33-06:00,12.004
2021-05-12 22:12:33-06:00,11.942
2021-05-13 04:12:33-06:00,12.563
2021-05-13 10:12:33-06:00,11.507
2021-05-13 16:12:33-06:00,11.383
2021-05-13 22:12:33-06:00,12.066
2021-05-14 04:12:33-06:00,12.252
2021-05-14 10:12:33-06:00,11.942
2021-05-14 16:12:33-06:00,11.197
2021-05-14 22:12:33-06:00,9.21
2021-05-15 04:12:33-06:00,8.899
2021-05-15 10:12:33-06:00,8.961
2021-05-15 16:12:33-06:00,6.726
2021-05-15 22:12:33-06:00,5.732
2021-05-16 04:12:33-06:00,6.54
2021-05-16 10:12:33-06:00,5.36
2021-05-16 16:12:33-06:00,4.987
2021-05-16 22:12:33-06:00,4.428
2021-05-17 04:12:33-06:00,6.353
2021-05-17 10:12:33-06:00,5.546
2021-05-17 16:12:33-06:00,4.987
2021-05-17 22:12:33-06:00,5.298
2021-05-18 04:12:33-06:00,5.546
2021-05-18 10:12:33-06:00,6.043
2021-05-18 16:12:33-06:00,5.174
2021-05-18 22:12:33-06:00,4.863
2021-05-19 04:12:33-06:00,6.043
2021-05-19 10:12:33-06:00,5.36
2021-05-19 16:12:33-06:00,5.608
2021-05-19 22:12:33-06:00,5.981
2021-05-20 04:12:33-06:00,5.484
2021-05-20 10:12:33-06:00,5.298
2021-05-20 16:12:33-06:00,5.298
2021-05-20 22:12:33-06:00,3.994
2021-05-21 04:12:33-06:00,6.043
2021-05-21 10:12:33-06:00,5.919
2021-05-21 16:12:33-06:00,4.366
2021-05-21 22:12:33-06:00,4.18
2021-05-22 04:12:33-06:00,5.608
2021-05-22 10:12:33-06:00,5.67
2021-05-22 16:12:33-06:00,5.546
2021-05-22 22:12:33-06:00,5.298
2021-05-23 04:12:33-06:00,6.788
2021-05-23 10:12:33-06:00,4.925
2021-05-23 16:12:33-06:00,6.105
2021-05-23 22:12:33-06:00,5.111
2021-05-24 04:12:33-06:00,6.229
2021-05-24 10:12:33-06:00,5.919
2021-05-24 16:12:33-06:00,4.801
2021-05-24 22:12:33-06:00,4.615
2021-05-25 04:12:33-06:00,6.105
2021-05-25 10:12:33-06:00,6.602
2021-05-25 16:12:33-06:00,6.602
2021-05-25 22:12:33-06:00,4.987
2021-05-26 04:12:33-06:00,6.664
2021-05-26 10:12:33-06:00,7.347
2021-05-26 16:12:33-06:00,6.229
2021-05-26 22:12:33-06:00,6.167
2021-05-27 04:12:33-06:00,6.105
2021-05-27 10:12:33-06:00,6.353
2021-05-27 16:12:33-06:00,6.043
2021-05-27 22:12:33-06:00,6.478
2021-05-28 04:12:33-06:00,6.664
2021-05-28 10:12:33-06:00,5.919
2021-05-28 16:12:33-06:00,6.912
2021-05-28 22:12:33-06:00,4.987
2021-05-29 04:12:33-06:00,5.919
2021-05-29 10:12:33-06:00,6.229
2021-05-29 16:12:33-06:00,5.919
2021-05-29 22:12:33-06:00,6.353
2021-05-30 04:12:33-06:00,6.415
2021-05-30 10:12:33-06:00,5.608
2021-05-30 16:12:33-06:00,5.732
2021-05-30 22:12:33-06:00,5.236
2021-05-31 04:12:33-06:00,5.174
2021-05-31 10:12:33-06:00,6.105
2021-05-31 16:12:33-06:00,6.291
2021-05-31 22:12:33-06:00,5.795
2021-06-01 04:12:33-06:00,6.105
2021-06-01 10:12:33-06:00,5.67
2021-06-01 16:12:33-06:00,5.546
2021-06-01 22:12:33-06:00,6.788
2021-06-02 04:12:33-06:00,7.223
2021-06-02 10:12:33-06:00,6.105
2021-06-02 16:12:33-06:00,4.863
2021-06-02 22:12:33-06:00,5.298
2021-06-03 04:12:33-06:00,5.608
2021-06-03 10:12:33-06:00,4.801
2021-06-03 16:12:33-06:00,4.925
2021-06-03 22:12:33-06:00,6.043
2021-06-04 04:12:33-06:00,6.415
2021-06-04 10:12:33-06:00,5.919
2021-06-04 16:12:33-06:00,5.422
2021-06-04 22:12:33-06:00,5.608
2021-06-05 04:12:33-06:00,5.546
2021-06-05 10:12:33-06:00,6.602
2021-06-05 16:12:33-06:00,5.174
2021-06-05 22:12:33-06:00,5.608
2021-06-06 04:12:33-06:00,5.981
2021-06-06 10:12:33-06:00,5.111
2021-06-06 16:12:33-06:00,5.298
2021-06-06 22:12:33-06:00,5.049
2021-06-07 04:12:33-06:00,5.36
2021-06-07 10:12:33-06:00,5.298
2021-06-07 16:12:33-06:00,3.87
2021-06-07 22:12:33-06:00,3.932
2021-06-08 04:12:33-06:00,5.732
2021-06-08 10:12:33-06:00,4.615
2021-06-08 16:12:33-06:00,4.615
2021-06-08 22:12:33-06:00,5.111
2021-06-09 04:12:33-06:00,5.111
2021-06-09 10:12:33-06:00,4.987
2021-06-09 16:12:33-06:00,5.484
2021-06-09 22:12:33-06:00,4.615
2021-06-10 04:12:33-06:00,4.242
2021-06-10 10:12:33-06:00,4.491
2021-06-10 16:12:33-06:00,3.745
2021-06-10 22:12:33-06:00,5.857
2021-06-11 04:12:33-06:00,4.739
2021-06-11 10:12:33-06:00,4.925
2021-06-11 16:12:33-06:00,4.553
2021-06-11 22:12:33-06:00,4.801
2021-06-12 04:12:33-06:00,4.987
2021-06-12 10:12:33-06:00,4.863
2021-06-12 16:12:33-06:00,4.553
2021-06-12 22:12:33-06:00,3.745
2021-06-13 04:12:33-06:00,4.739
2021-06-13 10:12:33-06:00,6.167
2021-06-13 16:12:33-06:00,4.739
2021-06-13 22:12:33-06:00,4.615
2021-06-14 04:12:33-06:00,7.657
2021-06-14 10:12:33-06:00,4.863
2021-06-14 16:12:33-06:00,4.987
2021-06-14 22:12:33-06:00,6.912
2021-06-15 04:12:33-06:00,5.36
2021-06-15 10:12:33-06:00,4.553
2021-06-15 16:12:33-06:00,5.732
2021-06-15 22:12:33-06:00,6.974
2021-06-16 04:12:33-06:00,6.415
2021-06-16 10:12:33-06:00,5.981
2021-06-16 16:12:33-06:00,5.732
2021-06-16 22:12:33-06:00,7.409
2021-06-17 04:12:33-06:00,6.291
2021-06-17 10:12:33-06:00,6.353
2021-06-17 16:12:33-06:00,4.739
2021-06-17 22:12:33-06:00,5.795
2021-06-18 04:12:33-06:00,7.471
2021-06-18 10:12:33-06:00,7.409
2021-06-18 16:12:33-06:00,8.154
2021-06-18 22:12:33-06:00,8.589
2021-06-19 04:12:33-06:00,6.105
2021-06-19 10:12:33-06:00,6.478
2021-06-19 16:12:33-06:00,8.154
2021-06-19 22:12:33-06:00,9.52
2021-06-20 04:12:33-06:00,7.036
2021-06-20 10:12:33-06:00,7.471
2021-06-20 16:12:33-06:00,7.098
2021-06-20 22:12:33-06:00,7.223
2021-06-21 04:12:33-06:00,8.154
2021-06-21 10:12:33-06:00,7.657
2021-06-21 16:12:33-06:00,7.471
2021-06-21 22:12:33-06:00,7.719
2021-06-22 04:12:33-06:00,7.595
2021-06-22 10:12:33-06:00,6.974
2021-06-22 16:12:33-06:00,7.533
2021-06-22 22:12:33-06:00,7.161
2021-06-23 04:12:33-06:00,6.726
2021-06-23 10:12:33-06:00,6.85
2021-06-23 16:12:33-06:00,6.602
2021-06-23 22:12:33-06:00,7.161
2021-06-24 04:12:33-06:00,6.664
2021-06-24 10:12:33-06:00,7.285
2021-06-24 16:12:33-06:00,8.775
2021-06-24 22:12:33-06:00,11.569
2021-06-25 04:12:33-06:00,6.974
2021-06-25 10:12:33-06:00,7.533
2021-06-25 16:12:33-06:00,7.533
2021-06-25 22:12:33-06:00,7.036
2021-06-26 04:12:33-06:00,8.651
2021-06-26 10:12:33-06:00,7.471
2021-06-26 16:12:33-06:00,6.85
2021-06-26 22:12:33-06:00,7.036
2021-06-27 04:12:33-06:00,7.471
2021-06-27 10:12:33-06:00,8.527
2021-06-27 16:12:33-06:00,5.981
2021-06-27 22:12:33-06:00,5.67
2021-06-28 04:12:33-06:00,6.043
2021-06-28 10:12:33-06:00,6.54
2021-06-28 16:12:33-06:00,7.533
2021-06-28 22:12:33-06:00,9.768
2021-06-29 04:12:33-06:00,6.54
2021-06-29 10:12:33-06:00,7.595
2021-06-29 16:12:33-06:00,6.105
2021-06-29 22:12:33-06:00,6.353
2021-06-30 04:12:33-06:00,6.415
2021-06-30 10:12:33-06:00,7.161
2021-06-30 16:12:33-06:00,6.788
2021-06-30 22:12:33-06:00,6.912
2021-07-01 04:12:33-06:00,6.229
2021-07-01 10:12:33-06:00,7.161
2021-07-01 16:12:33-06:00,6.229
2021-07-01 22:12:33-06:00,7.098
2021-07-02 04:12:33-06:00,6.353
2021-07-02 10:12:33-06:00,7.719
2021-07-02 16:12:33-06:00,6.974
2021-07-02 22:12:33-06:00,7.719
2021-07-03 04:12:33-06:00,8.713
2021-07-03 10:12:33-06:00,8.713
2021-07-03 16:12:33-06:00,5.298
2021-07-03 22:12:33-06:00,5.919
2021-07-04 04:12:33-06:00,6.291
2021-07-04 10:12:33-06:00,5.608
2021-07-04 16:12:33-06:00,5.67
2021-07-04 22:12:33-06:00,6.353
2021-07-05 04:12:33-06:00,7.533
2021-07-05 10:12:33-06:00,6.54
2021-07-05 16:12:33-06:00,7.781
2021-07-05 22:12:33-06:00,6.85
2021-07-06 04:12:33-06:00,6.229
2021-07-06 10:12:33-06:00,6.105
2021-07-06 16:12:33-06:00,6.105
2021-07-06 22:12:33-06:00,5.919
2021-07-07 04:12:33-06:00,7.161
2021-07-07 10:12:33-06:00,4.739
2021-07-07 16:12:33-06:00,6.726
2021-07-07 22:12:33-06:00,5.981
2021-07-08 04:12:33-06:00,6.043
2021-07-08 10:12:33-06:00,5.67
2021-07-08 16:12:33-06:00,7.719
2021-07-08 22:12:33-06:00,6.85
2021-07-09 04:12:33-06:00,6.167
2021-07-09 10:12:33-06:00,7.409
2021-07-09 16:12:33-06:00,7.657
2021-07-09 22:12:33-06:00,7.844
2021-07-10 04:12:33-06:00,7.595
2021-07-10 10:12:33-06:00,6.664
2021-07-10 16:12:33-06:00,7.098
2021-07-10 22:12:33-06:00,7.161
2021-07-11 04:12:33-06:00,7.409
2021-07-11 10:12:33-06:00,6.602
2021-07-11 16:12:33-06:00,4.056
2021-07-11 22:12:33-06:00,7.036
2021-07-12 04:12:33-06:00,7.098
2021-07-12 10:12:33-06:00,6.043
2021-07-12 16:12:33-06:00,6.664
2021-07-12 22:12:33-06:00,7.657
2021-07-13 04:12:33-06:00,6.54
2021-07-13 10:12:33-06:00,7.036
2021-07-13 16:12:33-06:00,6.291
2021-07-13 22:12:33-06:00,5.422
2021-07-14 04:12:33-06:00,7.471
2021-07-14 10:12:33-06:00,6.229
2021-07-14 16:12:33-06:00,6.353
2021-07-14 22:12:33-06:00,7.285
2021-07-15 04:12:33-06:00,7.595
2021-07-15 10:12:33-06:00,7.781
2021-07-15 16:12:33-06:00,6.85
2021-07-15 22:12:33-06:00,6.726
2021-07-16 04:12:33-06:00,7.285
2021-07-16 10:12:33-06:00,6.912
2021-07-16 16:12:33-06:00,6.602
2021-07-16 22:12:33-06:00,5.174
2021-07-17 04:12:33-06:00,6.353
2021-07-17 10:12:33-06:00,6.353
2021-07-17 16:12:33-06:00,6.912
2021-07-17 22:12:33-06:00,8.402
2021-07-18 04:12:33-06:00,5.608
2021-07-18 10:12:33-06:00,6.291
2021-07-18 16:12:33-06:00,6.167
2021-07-18 22:12:33-06:00,6.788
2021-07-19 04:12:33-06:00,5.049
2021-07-19 10:12:33-06:00,5.981
2021-07-19 16:12:33-06:00,7.409
2021-07-19 22:12:33-06:00,8.092
2021-07-20 04:12:33-06:00,5.857
2021-07-20 10:12:33-06:00,5.981
2021-07-20 16:12:33-06:00,6.415
2021-07-20 22:12:33-06:00,8.713
2021-07-21 04:12:33-06:00,6.043
2021-07-21 10:12:33-06:00,6.478
2021-07-21 16:12:33-06:00,7.968
2021-07-21 22:12:33-06:00,7.906
2021-07-22 04:12:33-06:00,5.67
2021-07-22 10:12:33-06:00,6.726
2021-07-22 16:12:33-06:00,5.919
2021-07-22 22:12:33-06:00,4.428
2021-07-23 04:12:33-06:00,6.105
2021-07-23 10:12:33-06:00,6.043
2021-07-23 16:12:33-06:00,6.229
2021-07-23 22:12:33-06:00,5.795
2021-07-24 04:12:33-06:00,5.049
2021-07-24 10:12:33-06:00,6.291
2021-07-24 16:12:33-06:00,6.291
2021-07-24 22:12:33-06:00,5.857
2021-07-25 04:12:33-06:00,6.664
2021-07-25 10:12:33-06:00,6.229
2021-07-25 16:12:33-06:00,5.422
2021-07-25 22:12:33-06:00,6.353
2021-07-26 04:12:33-06:00,6.788
2021-07-26 10:12:33-06:00,6.478
2021-07-26 16:12:33-06:00,7.036
2021-07-26 22:12:33-06:00,5.732
2021-07-27 04:12:33-06:00,6.415
2021-07-27 10:12:33-06:00,5.857
2021-07-27 16:12:33-06:00,6.043
2021-07-27 22:12:33-06:00,5.732
2021-07-28 04:12:33-06:00,5.608
2021-07-28 10:12:33-06:00,6.54
2021-07-28 16:12:33-06:00,5.298
2021-07-28 22:12:33-06:00,6.105
2021-07-29 04:12:33-06:00,6.353
2021-07-29 10:12:33-06:00,5.484
2021-07-29 16:12:33-06:00,3.87
2021-07-29 22:12:33-06:00,5.919
2021-07-30 04:12:33-06:00,5.546
2021-07-30 10:12:33-06:00,6.726
2021-07-30 16:12:33-06:00,5.546
2021-07-30 22:12:33-06:00,5.546
2021-07-31 04:12:33-06:00,5.236
2021-07-31 10:12:33-06:00,5.546
2021-07-31 16:12:33-06:00,5.608
2021-07-31 22:12:33-06:00,6.664
2021-08-01 04:12:33-06:00,3.745
2021-08-01 10:12:33-06:00,4.615
2021-08-01 16:12:33-06:00,7.409
2021-08-01 22:12:33-06:00,5.298
2021-08-02 04:12:33-06:00,5.67
2021-08-02 10:12:33-06:00,5.919
2021-08-02 16:12:33-06:00,5.795
2021-08-02 22:12:33-06:00,6.167
2021-08-03 04:12:33-06:00,5.546
2021-08-03 10:12:33-06:00,6.415
2021-08-03 16:12:33-06:00,5.981
2021-08-03 22:12:33-06:00,5.422
2021-08-04 04:12:33-06:00,7.347
2021-08-04 10:12:33-06:00,6.415
2021-08-04 16:12:33-06:00,6.85
2021-08-04 22:12:33-06:00,7.036
2021-08-05 04:12:33-06:00,6.229
2021-08-05 10:12:33-06:00,5.546
2021-08-05 16:12:33-06:00,5.795
2021-08-05 22:12:33-06:00,5.422
2021-08-06 04:12:33-06:00,6.54
2021-08-06 10:12:33-06:00,5.484
2021-08-06 16:12:33-06:00,6.664
2021-08-06 22:12:33-06:00,5.36
2021-08-07 04:12:33-06:00,7.036
2021-08-07 10:12:33-06:00,6.229
2021-08-07 16:12:33-06:00,6.54
2021-08-07 22:12:33-06:00,5.608
2021-08-08 04:12:33-06:00,6.726
2021-08-08 10:12:33-06:00,5.608
2021-08-08 16:12:33-06:00,5.36
2021-08-08 22:12:33-06:00,6.726
2021-08-09 04:12:33-06:00,6.85
2021-08-09 10:12:33-06:00,6.602
2021-08-09 16:12:33-06:00,6.788
2021-08-09 22:12:33-06:00,5.857
2021-08-10 04:12:33-06:00,5.36
2021-08-10 10:12:33-06:00,6.726
2021-08-10 16:12:33-06:00,6.602
2021-08-10 22:12:33-06:00,6.229
2021-08-11 04:12:33-06:00,7.036
2021-08-11 10:12:33-06:00,6.105
2021-08-11 16:12:33-06:00,4.987
2021-08-11 22:12:33-06:00,4.242
2021-08-12 04:12:33-06:00,5.36
2021-08-12 10:12:33-06:00,5.36
2021-08-12 16:12:33-06:00,4.615
2021-08-12 22:12:33-06:00,4.801
