Model,IC6656L Tilt Logger,,,,,,,,,,,,,,
Name,Tilt Logger,,,,,,,,,,,,,,
Serial Number,5119,,,,,,,,,,,,,,
Firmware Version,1.03,Software Version,1.16.0,,,,,,,,,,,,
Sampling Status,LOGGING,,,,,,,,,,,,,,
Sampling Rate,FIXED,STOP ON MEM FULL,,,,,,,,,,,,,
Current Interval,24:00:00,,,,,,,,,,,,,,
Start Time,6/8/2017,0:34:52,,,,,,,,,,,,,
Current Time,7/6/2019,10:22:34,Logger Time,7/6/2019,16:47:01,,,,,,,,,,
Number Of Sensors,2,,,,,,,,,,,,,,
Number Of Records,759,Dnl using USB,,,,,,,,,,,,,
Sensor Upload Num / Status Code,1,2A,FFFFFFFF,10633410,Bat Type LSH14Light,,WD 42,PO 0,EXT 2,BO 0,SW 255,PDI 255,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,BATTERY,Tilt 1,Tilt 2,,,,Tilt 1,Tilt 2,LOGGER TEMP,RESET,USB,RSSI,STATUS 0x,
1/16/2020 1:16,6585,3.3,-0.011173,-928,,,,-0.011173,-928,-25.7,0,0,0,0,0x019569
1/16/2020 2:16,6586,3.3,-0.011274,-928,,,,-0.011274,-928,-27.2,0,0,0,0,0x019577
1/16/2020 3:16,6587,3.3,-0.011404,-928,,,,-0.011404,-928,-28,0,0,0,0,0x019585
1/16/2020 4:16,6588,3.3,-0.011505,-912,,,,-0.011505,-912,-29.3,0,0,0,0,0x019593
1/16/2020 5:16,6589,3.3,-0.011602,-928,,,,-0.011602,-928,-30.1,0,0,0,0,0x0195A1
1/16/2020 6:16,6590,3.3,-0.011692,-928,,,,-0.011692,-928,-30.9,0,0,0,0,0x0195AF
1/16/2020 7:16,6591,3.3,-0.011782,-912,,,,-0.011782,-912,-31.9,0,0,0,0,0x0195BD
1/16/2020 8:16,6592,3.3,-0.011822,-928,,,,-0.011822,-928,-31.4,0,0,0,0,0x0195CB
1/16/2020 9:16,6593,3.3,-0.011875,-928,,,,-0.011875,-928,-31.4,0,0,0,0,0x0195D9
1/16/2020 10:16,6594,3.3,-0.011936,-928,,,,-0.011936,-928,-32.1,0,0,0,0,0x0195E7
1/16/2020 11:16,6595,3.3,-0.01199,-928,,,,-0.01199,-928,-31.9,0,0,0,0,0x0195F5
1/16/2020 12:16,6596,3.3,-0.012012,-912,,,,-0.012012,-912,-31.7,0,0,0,0,0x019603
1/16/2020 13:16,6597,3.3,-0.012032,-928,,,,-0.012032,-928,-30.3,0,0,0,0,0x019611
1/16/2020 14:16,6598,3.3,-0.012056,-928,,,,-0.012056,-928,-30.2,0,0,0,0,0x01961F
1/16/2020 15:16,6599,3.3,-0.012094,-928,,,,-0.012094,-928,-30.7,0,0,0,0,0x01962D
1/16/2020 16:16,6600,3.3,-0.012146,-928,,,,-0.012146,-928,-31.7,0,0,0,0,0x01963B
1/16/2020 17:16,6601,3.3,-0.012207,-912,,,,-0.012207,-912,-32.6,0,0,0,0,0x019653
1/16/2020 18:16,6602,3.3,-0.012232,-928,,,,-0.012232,-928,-32.6,0,0,0,0,0x019661
1/16/2020 19:16,6603,3.3,-0.012272,-912,,,,-0.012272,-912,-32.7,0,0,0,0,0x01966F
1/16/2020 20:16,6604,3.3,-0.012323,-928,,,,-0.012323,-928,-33,0,0,0,0,0x01967D
1/16/2020 21:16,6605,3.3,-0.012354,-912,,,,-0.012354,-912,-32.9,0,0,0,0,0x01968B
1/16/2020 22:16,6606,3.3,-0.012373,-928,,,,-0.012373,-928,-33.3,0,0,0,0,0x019699
1/16/2020 23:16,6607,3.3,-0.012407,-912,,,,-0.012407,-912,-33.4,0,0,0,0,0x0196A7
1/17/2020 0:16,6608,3.3,-0.012411,-928,,,,-0.012411,-928,-31.7,0,0,0,0,0x0196B5
1/17/2020 1:16,6609,3.3,-0.012432,-928,,,,-0.012432,-928,-32.5,0,0,0,0,0x0196C3
1/17/2020 2:16,6610,3.3,-0.012449,-928,,,,-0.012449,-928,-32.3,0,0,0,0,0x0196D1
1/17/2020 3:16,6611,3.3,-0.012438,-928,,,,-0.012438,-928,-31.1,0,0,0,0,0x0196DF
1/17/2020 4:16,6612,3.3,-0.012432,-928,,,,-0.012432,-928,-29.6,0,0,0,0,0x0196ED
1/17/2020 5:16,6613,3.3,-0.012405,-928,,,,-0.012405,-928,-28.1,0,0,0,0,0x0196FB
1/17/2020 6:16,6614,3.3,-0.012407,-928,,,,-0.012407,-928,-27.9,0,0,0,0,0x019709
1/17/2020 7:16,6615,3.3,-0.012335,-944,,,,-0.012335,-944,-25.2,0,0,0,0,0x019717
1/17/2020 8:16,6616,3.4,-0.012312,-928,,,,-0.012312,-928,-24.6,0,0,0,0,0x019725
1/17/2020 9:16,6617,3.4,-0.012308,-928,,,,-0.012308,-928,-23.9,0,0,0,0,0x019733
1/17/2020 10:16,6618,3.4,-0.012285,-944,,,,-0.012285,-944,-23.7,0,0,0,0,0x019741
1/17/2020 11:16,6619,3.4,-0.012262,-944,,,,-0.012262,-944,-23,0,0,0,0,0x01974F
1/17/2020 12:16,6620,3.3,-0.012327,-928,,,,-0.012327,-928,-25.6,0,0,0,0,0x01975D
1/17/2020 13:16,6621,3.3,-0.012344,-928,,,,-0.012344,-928,-26.4,0,0,0,0,0x01976B
1/17/2020 14:16,6622,3.4,-0.012276,-944,,,,-0.012276,-944,-22.8,0,0,0,0,0x019779
1/17/2020 15:16,6623,3.4,-0.012228,-944,,,,-0.012228,-944,-20.6,0,0,0,0,0x019787
1/17/2020 16:16,6624,3.4,-0.012232,-944,,,,-0.012232,-944,-19.8,0,0,0,0,0x019795
1/17/2020 17:16,6625,3.4,-0.012213,-960,,,,-0.012213,-960,-20.1,0,0,0,0,0x0197A3
1/17/2020 18:16,6626,3.4,-0.01227,-944,,,,-0.01227,-944,-22.6,0,0,0,0,0x0197B1
1/17/2020 19:16,6627,3.4,-0.012281,-928,,,,-0.012281,-928,-22.7,0,0,0,0,0x0197BF
1/17/2020 20:16,6628,3.4,-0.012306,-928,,,,-0.012306,-928,-23.4,0,0,0,0,0x0197CD
1/17/2020 21:16,6629,3.4,-0.012285,-960,,,,-0.012285,-960,-22.1,0,0,0,0,0x0197DB
1/17/2020 22:16,6630,3.4,-0.012295,-928,,,,-0.012295,-928,-21.8,0,0,0,0,0x0197E9
1/17/2020 23:16,6631,3.4,-0.012299,-944,,,,-0.012299,-944,-21.9,0,0,0,0,0x0197F7
1/18/2020 0:16,6632,3.4,-0.012327,-944,,,,-0.012327,-944,-23.7,0,0,0,0,0x019805
1/18/2020 1:16,6633,3.3,-0.012386,-928,,,,-0.012386,-928,-25,0,0,0,0,0x019813
1/18/2020 2:16,6634,3.3,-0.012392,-944,,,,-0.012392,-944,-24,0,0,0,0,0x019821
1/18/2020 3:16,6635,3.3,-0.012392,-928,,,,-0.012392,-928,-23.3,0,0,0,0,0x01982F
1/18/2020 4:16,6636,3.4,-0.012352,-944,,,,-0.012352,-944,-21,0,0,0,0,0x01983D
1/18/2020 5:16,6637,3.4,-0.012365,-944,,,,-0.012365,-944,-21.9,0,0,0,0,0x01984B
1/18/2020 6:16,6638,3.4,-0.012398,-944,,,,-0.012398,-944,-22.7,0,0,0,0,0x019863
1/18/2020 7:16,6639,3.3,-0.012436,-944,,,,-0.012436,-944,-23.7,0,0,0,0,0x019871
1/18/2020 8:16,6640,3.3,-0.012461,-944,,,,-0.012461,-944,-24.5,0,0,0,0,0x01987F
1/18/2020 9:16,6641,3.4,-0.012445,-944,,,,-0.012445,-944,-22.9,0,0,0,0,0x01988D
1/18/2020 10:16,6642,3.4,-0.01247,-944,,,,-0.01247,-944,-23.2,0,0,0,0,0x01989B
1/18/2020 11:16,6643,3.4,-0.012449,-944,,,,-0.012449,-944,-21.7,0,0,0,0,0x0198A9
1/18/2020 12:16,6644,3.4,-0.012445,-944,,,,-0.012445,-944,-21.4,0,0,0,0,0x0198B7
1/18/2020 13:16,6645,3.4,-0.012476,-944,,,,-0.012476,-944,-22.6,0,0,0,0,0x0198C5
1/18/2020 14:16,6646,3.3,-0.012503,-944,,,,-0.012503,-944,-23.4,0,0,0,0,0x0198D3
1/18/2020 15:16,6647,3.3,-0.012602,-928,,,,-0.012602,-928,-26.3,0,0,0,0,0x0198E1
1/18/2020 16:16,6648,3.3,-0.012667,-928,,,,-0.012667,-928,-27.6,0,0,0,0,0x0198EF
1/18/2020 17:16,6649,3.3,-0.012714,-912,,,,-0.012714,-912,-28.6,0,0,0,0,0x0198FD
1/18/2020 18:16,6650,3.3,-0.012737,-928,,,,-0.012737,-928,-27.7,0,0,0,0,0x01990B
1/18/2020 19:16,6651,3.3,-0.012777,-928,,,,-0.012777,-928,-28.3,0,0,0,0,0x019919
1/18/2020 20:16,6652,3.3,-0.012821,-928,,,,-0.012821,-928,-29.2,0,0,0,0,0x019927
1/18/2020 21:16,6653,3.3,-0.012878,-928,,,,-0.012878,-928,-30.4,0,0,0,0,0x019935
1/18/2020 22:16,6654,3.3,-0.012915,-928,,,,-0.012915,-928,-30.6,0,0,0,0,0x019943
1/18/2020 23:16,6655,3.3,-0.012974,-928,,,,-0.012974,-928,-31.8,0,0,0,0,0x019951
1/19/2020 0:16,6656,3.2,-0.013042,-928,,,,-0.013042,-928,-33.2,0,0,0,0,0x01995F
1/19/2020 1:16,6657,3.3,-0.013031,-928,,,,-0.013031,-928,-31.4,0,0,0,0,0x01996D
1/19/2020 2:16,6658,3.3,-0.013039,-912,,,,-0.013039,-912,-30,0,0,0,0,0x01997B
1/19/2020 3:16,6659,3.3,-0.013041,-928,,,,-0.013041,-928,-30.1,0,0,0,0,0x019989
1/19/2020 4:16,6660,3.3,-0.013044,-928,,,,-0.013044,-928,-29.2,0,0,0,0,0x019997
1/19/2020 5:16,6661,3.3,-0.013071,-928,,,,-0.013071,-928,-29.4,0,0,0,0,0x0199A5
1/19/2020 6:16,6662,3.3,-0.013098,-928,,,,-0.013098,-928,-30.1,0,0,0,0,0x0199B3
1/19/2020 7:16,6663,3.3,-0.013124,-912,,,,-0.013124,-912,-31.6,0,0,0,0,0x0199C1
1/19/2020 8:16,6664,3.2,-0.013189,-928,,,,-0.013189,-928,-33.2,0,0,0,0,0x0199CF
1/19/2020 9:16,6665,3.2,-0.013245,-912,,,,-0.013245,-912,-33.9,0,0,0,0,0x0199DD
1/19/2020 10:16,6666,3.2,-0.013288,-912,,,,-0.013288,-912,-34.8,0,0,0,0,0x0199EB
1/19/2020 11:16,6667,3.2,-0.013323,-912,,,,-0.013323,-912,-35.2,0,0,0,0,0x0199F9
1/19/2020 12:16,6668,3.2,-0.013348,-912,,,,-0.013348,-912,-34.7,0,0,0,0,0x019A07
1/19/2020 13:16,6669,3.3,-0.013325,-928,,,,-0.013325,-928,-32.9,0,0,0,0,0x019A15
1/19/2020 14:16,6670,3.3,-0.013309,-912,,,,-0.013309,-912,-31.4,0,0,0,0,0x019A23
1/19/2020 15:16,6671,3.3,-0.013395,-912,,,,-0.013395,-912,-34.4,0,0,0,0,0x019A31
1/19/2020 16:16,6672,3.2,-0.013435,-912,,,,-0.013435,-912,-35.3,0,0,0,0,0x019A3F
1/19/2020 17:16,6673,3.2,-0.013451,-928,,,,-0.013451,-928,-35.2,0,0,0,0,0x019A4D
1/19/2020 18:16,6674,3.2,-0.01346,-912,,,,-0.01346,-912,-35.1,0,0,0,0,0x019A5B
1/19/2020 19:16,6675,3.2,-0.013468,-912,,,,-0.013468,-912,-34.6,0,0,0,0,0x019A73
1/19/2020 20:16,6676,3.2,-0.013483,-912,,,,-0.013483,-912,-34.4,0,0,0,0,0x019A81
1/19/2020 21:16,6677,3.3,-0.013487,-912,,,,-0.013487,-912,-33.9,0,0,0,0,0x019A8F
1/19/2020 22:16,6678,3.3,-0.013491,-912,,,,-0.013491,-912,-33.4,0,0,0,0,0x019A9D
1/19/2020 23:16,6679,3.3,-0.013477,-912,,,,-0.013477,-912,-32.6,0,0,0,0,0x019AAB
1/20/2020 0:16,6680,3.3,-0.013483,-912,,,,-0.013483,-912,-32.6,0,0,0,0,0x019AB9
1/20/2020 1:16,6681,3.3,-0.013487,-928,,,,-0.013487,-928,-32.4,0,0,0,0,0x019AC7
1/20/2020 2:16,6682,3.3,-0.013494,-928,,,,-0.013494,-928,-32.7,0,0,0,0,0x019AD5
1/20/2020 3:16,6683,3.3,-0.013502,-928,,,,-0.013502,-928,-32.6,0,0,0,0,0x019AE3
1/20/2020 4:16,6684,3.3,-0.013542,-912,,,,-0.013542,-912,-33.6,0,0,0,0,0x019AF1
1/20/2020 5:16,6685,3.3,-0.013538,-928,,,,-0.013538,-928,-33.6,0,0,0,0,0x019AFF
1/20/2020 6:16,6686,3.3,-0.013559,-912,,,,-0.013559,-912,-33.6,0,0,0,0,0x019B0D
1/20/2020 7:16,6687,3.2,-0.013588,-928,,,,-0.013588,-928,-34.2,0,0,0,0,0x019B1B
1/20/2020 8:16,6688,3.2,-0.013599,-928,,,,-0.013599,-928,-34.5,0,0,0,0,0x019B29
1/20/2020 9:16,6689,3.2,-0.013618,-912,,,,-0.013618,-912,-34.6,0,0,0,0,0x019B37
1/20/2020 10:16,6690,3.3,-0.013605,-912,,,,-0.013605,-912,-33.6,0,0,0,0,0x019B45
1/20/2020 11:16,6691,3.3,-0.013609,-928,,,,-0.013609,-928,-33.2,0,0,0,0,0x019B53
1/20/2020 12:16,6692,3.3,-0.013632,-928,,,,-0.013632,-928,-33.4,0,0,0,0,0x019B61
1/20/2020 13:16,6693,3.3,-0.01363,-928,,,,-0.01363,-928,-33.4,0,0,0,0,0x019B6F
1/20/2020 14:16,6694,3.3,-0.013592,-928,,,,-0.013592,-928,-31.6,0,0,0,0,0x019B7D
1/20/2020 15:16,6695,3.3,-0.013596,-928,,,,-0.013596,-928,-31.4,0,0,0,0,0x019B8B
1/20/2020 16:16,6696,3.3,-0.013653,-928,,,,-0.013653,-928,-33.1,0,0,0,0,0x019B99
1/20/2020 17:16,6697,3.2,-0.013662,-912,,,,-0.013662,-912,-34.2,0,0,0,0,0x019BA7
1/20/2020 18:16,6698,3.2,-0.013699,-912,,,,-0.013699,-912,-34.9,0,0,0,0,0x019BB5
1/20/2020 19:16,6699,3.2,-0.013699,-928,,,,-0.013699,-928,-34.3,0,0,0,0,0x019BC3
1/20/2020 20:16,6700,3.2,-0.013718,-912,,,,-0.013718,-912,-34.4,0,0,0,0,0x019BD1
1/20/2020 21:16,6701,3.2,-0.013729,-912,,,,-0.013729,-912,-35.1,0,0,0,0,0x019BDF
1/20/2020 22:16,6702,3.2,-0.01376,-912,,,,-0.01376,-912,-35.4,0,0,0,0,0x019BED
1/20/2020 23:16,6703,3.2,-0.013794,-928,,,,-0.013794,-928,-36.3,0,0,0,0,0x019BFB
1/21/2020 0:16,6704,3.2,-0.013815,-912,,,,-0.013815,-912,-36.4,0,0,0,0,0x019C09
1/21/2020 1:16,6705,3.2,-0.013836,-912,,,,-0.013836,-912,-36.6,0,0,0,0,0x019C17
1/21/2020 2:16,6706,3.2,-0.013842,-912,,,,-0.013842,-912,-36.9,0,0,0,0,0x019C25
1/21/2020 3:16,6707,3.2,-0.013855,-912,,,,-0.013855,-912,-36.7,0,0,0,0,0x019C33
1/21/2020 4:16,6708,3.2,-0.01387,-928,,,,-0.01387,-928,-37.1,0,0,0,0,0x019C41
1/21/2020 5:16,6709,3.2,-0.013885,-912,,,,-0.013885,-912,-37.4,0,0,0,0,0x019C4F
1/21/2020 6:16,6710,3.2,-0.013899,-928,,,,-0.013899,-928,-36.9,0,0,0,0,0x019C5D
1/21/2020 7:16,6711,3.2,-0.013918,-912,,,,-0.013918,-912,-37.2,0,0,0,0,0x019C6B
1/21/2020 8:16,6712,3.2,-0.013941,-912,,,,-0.013941,-912,-38.1,0,0,0,0,0x019C83
1/21/2020 9:16,6713,3.2,-0.013952,-912,,,,-0.013952,-912,-37.9,0,0,0,0,0x019C91
1/21/2020 10:16,6714,3.2,-0.013966,-896,,,,-0.013966,-896,-38.1,0,0,0,0,0x019C9F
1/21/2020 11:16,6715,3.2,-0.013977,-912,,,,-0.013977,-912,-37.9,0,0,0,0,0x019CAD
1/21/2020 12:16,6716,3.2,-0.013987,-912,,,,-0.013987,-912,-37.8,0,0,0,0,0x019CBB
1/21/2020 13:16,6717,3.2,-0.013941,-912,,,,-0.013941,-912,-35.1,0,0,0,0,0x019CC9
1/21/2020 14:16,6718,3.3,-0.013918,-912,,,,-0.013918,-912,-32.7,0,0,0,0,0x019CD7
1/21/2020 15:16,6719,3.3,-0.013975,-928,,,,-0.013975,-928,-35.2,0,0,0,0,0x019CE5
1/21/2020 16:16,6720,3.2,-0.014009,-912,,,,-0.014009,-912,-36.9,0,0,0,0,0x019CF3
1/21/2020 17:16,6721,3.2,-0.014036,-896,,,,-0.014036,-896,-37.7,0,0,0,0,0x019D01
1/21/2020 18:16,6722,3.2,-0.014053,-912,,,,-0.014053,-912,-38.2,0,0,0,0,0x019D0F
1/21/2020 19:16,6723,3.2,-0.014072,-912,,,,-0.014072,-912,-38.4,0,0,0,0,0x019D1D
1/21/2020 20:16,6724,3.2,-0.014084,-912,,,,-0.014084,-912,-38.5,0,0,0,0,0x019D2B
1/21/2020 21:16,6725,3.2,-0.014088,-912,,,,-0.014088,-912,-38.6,0,0,0,0,0x019D39
1/21/2020 22:16,6726,3.2,-0.014101,-912,,,,-0.014101,-912,-38.5,0,0,0,0,0x019D47
1/21/2020 23:16,6727,3.2,-0.014114,-912,,,,-0.014114,-912,-38.6,0,0,0,0,0x019D55
1/22/2020 0:16,6728,3.2,-0.014132,-896,,,,-0.014132,-896,-38.4,0,0,0,0,0x019D63
1/22/2020 1:16,6729,3.2,-0.014124,-896,,,,-0.014124,-896,-38.3,0,0,0,0,0x019D71
1/22/2020 2:16,6730,3.2,-0.014145,-896,,,,-0.014145,-896,-38.6,0,0,0,0,0x019D7F
1/22/2020 3:16,6731,3.2,-0.014158,-912,,,,-0.014158,-912,-38.9,0,0,0,0,0x019D8D
1/22/2020 4:16,6732,3.2,-0.014158,-912,,,,-0.014158,-912,-38.1,0,0,0,0,0x019D9B
1/22/2020 5:16,6733,3.2,-0.014162,-912,,,,-0.014162,-912,-37.6,0,0,0,0,0x019DA9
1/22/2020 6:16,6734,3.3,-0.014099,-912,,,,-0.014099,-912,-34.9,0,0,0,0,0x019DB7
1/22/2020 7:16,6735,3.3,-0.014097,-928,,,,-0.014097,-928,-34.6,0,0,0,0,0x019DC5
1/22/2020 8:16,6736,3.3,-0.014078,-912,,,,-0.014078,-912,-33.6,0,0,0,0,0x019DD3
1/22/2020 9:16,6737,3.3,-0.014006,-912,,,,-0.014006,-912,-31.2,0,0,0,0,0x019DE1
1/22/2020 10:16,6738,3.3,-0.014021,-928,,,,-0.014021,-928,-32.2,0,0,0,0,0x019DEF
1/22/2020 11:16,6739,3.3,-0.013992,-928,,,,-0.013992,-928,-31.6,0,0,0,0,0x019DFD
1/22/2020 12:16,6740,3.3,-0.01396,-928,,,,-0.01396,-928,-30.4,0,0,0,0,0x019E0B
1/22/2020 13:16,6741,3.3,-0.013918,-928,,,,-0.013918,-928,-29.3,0,0,0,0,0x019E19
1/22/2020 14:16,6742,3.3,-0.013882,-928,,,,-0.013882,-928,-28.4,0,0,0,0,0x019E27
1/22/2020 15:16,6743,3.3,-0.013891,-912,,,,-0.013891,-912,-29.4,0,0,0,0,0x019E35
1/22/2020 16:16,6744,3.3,-0.013899,-912,,,,-0.013899,-912,-30.2,0,0,0,0,0x019E43
1/22/2020 17:16,6745,3.3,-0.013918,-928,,,,-0.013918,-928,-31.5,0,0,0,0,0x019E51
1/22/2020 18:16,6746,3.3,-0.013908,-928,,,,-0.013908,-928,-30.9,0,0,0,0,0x019E5F
1/22/2020 19:16,6747,3.3,-0.013908,-928,,,,-0.013908,-928,-31.2,0,0,0,0,0x019E6D
1/22/2020 20:16,6748,3.3,-0.013914,-928,,,,-0.013914,-928,-31.4,0,0,0,0,0x019E7B
1/22/2020 21:16,6749,3.3,-0.013895,-928,,,,-0.013895,-928,-30.9,0,0,0,0,0x019E93
1/22/2020 22:16,6750,3.3,-0.013924,-928,,,,-0.013924,-928,-32.4,0,0,0,0,0x019EA1
1/22/2020 23:16,6751,3.3,-0.013914,-912,,,,-0.013914,-912,-31.7,0,0,0,0,0x019EAF
1/23/2020 0:16,6752,3.3,-0.013884,-928,,,,-0.013884,-928,-29.9,0,0,0,0,0x019EBD
1/23/2020 1:16,6753,3.3,-0.013817,-928,,,,-0.013817,-928,-27.4,0,0,0,0,0x019ECB
1/23/2020 2:16,6754,3.3,-0.013836,-928,,,,-0.013836,-928,-28.7,0,0,0,0,0x019ED9
1/23/2020 3:16,6755,3.3,-0.013851,-928,,,,-0.013851,-928,-29.2,0,0,0,0,0x019EE7
1/23/2020 4:16,6756,3.3,-0.013842,-928,,,,-0.013842,-928,-29.7,0,0,0,0,0x019EF5
1/23/2020 5:16,6757,3.3,-0.013855,-944,,,,-0.013855,-944,-30.6,0,0,0,0,0x019F03
1/23/2020 6:16,6758,3.3,-0.01387,-928,,,,-0.01387,-928,-30.9,0,0,0,0,0x019F11
1/23/2020 7:16,6759,3.3,-0.013901,-928,,,,-0.013901,-928,-31.6,0,0,0,0,0x019F1F
1/23/2020 8:16,6760,3.3,-0.013916,-928,,,,-0.013916,-928,-32.2,0,0,0,0,0x019F2D
1/23/2020 9:16,6761,3.3,-0.013906,-928,,,,-0.013906,-928,-31.2,0,0,0,0,0x019F3B
1/23/2020 10:16,6762,3.3,-0.013901,-912,,,,-0.013901,-912,-31.3,0,0,0,0,0x019F49
1/23/2020 11:16,6763,3.3,-0.013847,-928,,,,-0.013847,-928,-28.7,0,0,0,0,0x019F57
1/23/2020 12:16,6764,3.3,-0.013817,-928,,,,-0.013817,-928,-28.1,0,0,0,0,0x019F65
1/23/2020 13:16,6765,3.3,-0.013817,-928,,,,-0.013817,-928,-28.1,0,0,0,0,0x019F73
1/23/2020 14:16,6766,3.3,-0.013819,-912,,,,-0.013819,-912,-28.5,0,0,0,0,0x019F81
1/23/2020 15:16,6767,3.3,-0.013802,-928,,,,-0.013802,-928,-27.4,0,0,0,0,0x019F8F
1/23/2020 16:16,6768,3.4,-0.013712,-928,,,,-0.013712,-928,-24.6,0,0,0,0,0x019F9D
1/23/2020 17:16,6769,3.4,-0.01363,-944,,,,-0.01363,-944,-22.4,0,0,0,0,0x019FAB
1/23/2020 18:16,6770,3.4,-0.01362,-944,,,,-0.01362,-944,-22.7,0,0,0,0,0x019FB9
1/23/2020 19:16,6771,3.4,-0.013609,-944,,,,-0.013609,-944,-24.1,0,0,0,0,0x019FC7
1/23/2020 20:16,6772,3.3,-0.013651,-944,,,,-0.013651,-944,-25.6,0,0,0,0,0x019FD5
1/23/2020 21:16,6773,3.3,-0.013647,-928,,,,-0.013647,-928,-26.1,0,0,0,0,0x019FE3
1/23/2020 22:16,6774,3.4,-0.013582,-928,,,,-0.013582,-928,-23.2,0,0,0,0,0x019FF1
1/23/2020 23:16,6775,3.4,-0.013556,-944,,,,-0.013556,-944,-22.8,0,0,0,0,0x019FFF
1/24/2020 0:16,6776,3.4,-0.013546,-944,,,,-0.013546,-944,-22.7,0,0,0,0,0x01A00D
1/24/2020 1:16,6777,3.4,-0.013502,-944,,,,-0.013502,-944,-22,0,0,0,0,0x01A01B
1/24/2020 2:16,6778,3.4,-0.013456,-944,,,,-0.013456,-944,-21.5,0,0,0,0,0x01A029
1/24/2020 3:16,6779,3.4,-0.013437,-944,,,,-0.013437,-944,-21.2,0,0,0,0,0x01A037
1/24/2020 4:16,6780,3.4,-0.013414,-944,,,,-0.013414,-944,-21.2,0,0,0,0,0x01A045
1/24/2020 5:16,6781,3.4,-0.013403,-960,,,,-0.013403,-960,-21.3,0,0,0,0,0x01A053
1/24/2020 6:16,6782,3.4,-0.01339,-944,,,,-0.01339,-944,-21.3,0,0,0,0,0x01A061
1/24/2020 7:16,6783,3.4,-0.013361,-944,,,,-0.013361,-944,-20.9,0,0,0,0,0x01A06F
1/24/2020 8:16,6784,3.4,-0.013342,-944,,,,-0.013342,-944,-21,0,0,0,0,0x01A07D
1/24/2020 9:16,6785,3.4,-0.013329,-944,,,,-0.013329,-944,-21,0,0,0,0,0x01A08B
1/24/2020 10:16,6786,3.4,-0.013319,-944,,,,-0.013319,-944,-20.9,0,0,0,0,0x01A0A3
1/24/2020 11:16,6787,3.4,-0.013298,-944,,,,-0.013298,-944,-20.9,0,0,0,0,0x01A0B1
1/24/2020 12:16,6788,3.4,-0.013285,-960,,,,-0.013285,-960,-20.4,0,0,0,0,0x01A0BF
1/24/2020 13:16,6789,3.4,-0.01326,-944,,,,-0.01326,-944,-20,0,0,0,0,0x01A0CD
1/24/2020 14:16,6790,3.4,-0.013268,-944,,,,-0.013268,-944,-20,0,0,0,0,0x01A0DB
1/24/2020 15:16,6791,3.4,-0.013245,-944,,,,-0.013245,-944,-20.1,0,0,0,0,0x01A0E9
1/24/2020 16:16,6792,3.4,-0.013229,-944,,,,-0.013229,-944,-20.1,0,0,0,0,0x01A0F7
1/24/2020 17:16,6793,3.4,-0.013218,-944,,,,-0.013218,-944,-20.2,0,0,0,0,0x01A105
1/24/2020 18:16,6794,3.4,-0.013233,-944,,,,-0.013233,-944,-20.6,0,0,0,0,0x01A113
1/24/2020 19:16,6795,3.4,-0.013279,-944,,,,-0.013279,-944,-20.8,0,0,0,0,0x01A121
1/24/2020 20:16,6796,3.4,-0.013269,-944,,,,-0.013269,-944,-20.6,0,0,0,0,0x01A12F
1/24/2020 21:16,6797,3.4,-0.013285,-944,,,,-0.013285,-944,-21.2,0,0,0,0,0x01A13D
1/24/2020 22:16,6798,3.4,-0.013281,-960,,,,-0.013281,-960,-21.8,0,0,0,0,0x01A14B
1/24/2020 23:16,6799,3.4,-0.013271,-960,,,,-0.013271,-960,-22,0,0,0,0,0x01A159
1/25/2020 0:16,6800,3.4,-0.013285,-928,,,,-0.013285,-928,-22.4,0,0,0,0,0x01A167
1/25/2020 1:16,6801,3.4,-0.013288,-944,,,,-0.013288,-944,-22.6,0,0,0,0,0x01A175
1/25/2020 2:16,6802,3.4,-0.0133,-944,,,,-0.0133,-944,-22.8,0,0,0,0,0x01A183
1/25/2020 3:16,6803,3.4,-0.013281,-928,,,,-0.013281,-928,-23.1,0,0,0,0,0x01A191
1/25/2020 4:16,6804,3.3,-0.01329,-944,,,,-0.01329,-944,-23.2,0,0,0,0,0x01A19F
1/25/2020 5:16,6805,3.3,-0.013279,-928,,,,-0.013279,-928,-23.2,0,0,0,0,0x01A1AD
1/25/2020 6:16,6806,3.3,-0.013271,-928,,,,-0.013271,-928,-23.5,0,0,0,0,0x01A1BB
1/25/2020 7:16,6807,3.3,-0.0133,-928,,,,-0.0133,-928,-23.7,0,0,0,0,0x01A1C9
1/25/2020 8:16,6808,3.3,-0.013262,-928,,,,-0.013262,-928,-23.9,0,0,0,0,0x01A1D7
1/25/2020 9:16,6809,3.3,-0.013304,-944,,,,-0.013304,-944,-24.2,0,0,0,0,0x01A1E5
1/25/2020 10:16,6810,3.3,-0.01329,-944,,,,-0.01329,-944,-24.4,0,0,0,0,0x01A1F3
1/25/2020 11:16,6811,3.3,-0.013281,-928,,,,-0.013281,-928,-24.6,0,0,0,0,0x01A201
1/25/2020 12:16,6812,3.3,-0.0133,-928,,,,-0.0133,-928,-24.8,0,0,0,0,0x01A20F
1/25/2020 13:16,6813,3.3,-0.013346,-928,,,,-0.013346,-928,-24.8,0,0,0,0,0x01A21D
1/25/2020 14:16,6814,3.3,-0.013313,-944,,,,-0.013313,-944,-24.9,0,0,0,0,0x01A22B
